[2025-04-05T12:58:01.192+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-05T12:58:01.236+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:56:00+00:00 [queued]>
[2025-04-05T12:58:01.246+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:56:00+00:00 [queued]>
[2025-04-05T12:58:01.246+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-04-05T12:58:01.278+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-05 12:56:00+00:00
[2025-04-05T12:58:01.286+0000] {standard_task_runner.py:63} INFO - Started process 2107 to run task
[2025-04-05T12:58:01.292+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-05T12:56:00+00:00', '--job-id', '32', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmp2yk4w4lu']
[2025-04-05T12:58:01.295+0000] {standard_task_runner.py:91} INFO - Job 32: Subtask run_iot_producer_script
[2025-04-05T12:58:01.360+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:56:00+00:00 [running]> on host aef507eba48f
[2025-04-05T12:58:01.470+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-05T12:56:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-05T12:56:00+00:00'
[2025-04-05T12:58:01.470+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-05T12:58:01.489+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-05T12:58:01.490+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-05T12:58:01.516+0000] {subprocess.py:86} INFO - Output:
[2025-04-05T12:59:06.896+0000] {subprocess.py:93} INFO -  Démarrage de la génération et diffusion des données IoT...
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-63', 'timestamp': '2025-04-05T12:58:02.635432', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.36, 'humidity': 51.62, 'soil_moisture': 30.44, 'vibration': 1.34, 'pressure': 2.37}
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-70', 'timestamp': '2025-04-05T12:58:04.648163', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.36, 'humidity': 53.39, 'soil_moisture': 22.79, 'vibration': 0.84, 'pressure': 0.95}
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-32', 'timestamp': '2025-04-05T12:58:06.660996', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.76, 'humidity': 56.68, 'soil_moisture': 46.44, 'vibration': 0.59, 'pressure': 1.75}
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-79', 'timestamp': '2025-04-05T12:58:08.665013', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.99, 'humidity': 68.57, 'soil_moisture': 18.73, 'vibration': 2.97, 'pressure': 2.48}
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-25', 'timestamp': '2025-04-05T12:58:10.674951', 'region': 'MT', 'season': 'saison_seche', 'temperature': 38.11, 'humidity': 11.55, 'soil_moisture': 49.42, 'vibration': 4.77, 'pressure': 2.22}
[2025-04-05T12:59:06.897+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-63', 'timestamp': '2025-04-05T12:58:12.685096', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.14, 'humidity': 80.5, 'soil_moisture': 24.07, 'vibration': 2.12, 'pressure': 1.3}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-70', 'timestamp': '2025-04-05T12:58:14.690125', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.01, 'humidity': 15.94, 'soil_moisture': 26.95, 'vibration': 2.1, 'pressure': 1.1}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-8', 'timestamp': '2025-04-05T12:58:16.694977', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.53, 'humidity': 13.84, 'soil_moisture': 49.2, 'vibration': 1.23, 'pressure': 1.23}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-79', 'timestamp': '2025-04-05T12:58:18.705869', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.84, 'humidity': 67.77, 'soil_moisture': 41.48, 'vibration': 1.88, 'pressure': 1.23}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-85', 'timestamp': '2025-04-05T12:58:20.716005', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.23, 'humidity': 78.15, 'soil_moisture': 16.85, 'vibration': 2.45, 'pressure': 2.23}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-39', 'timestamp': '2025-04-05T12:58:22.726963', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.89, 'humidity': 54.65, 'soil_moisture': 37.11, 'vibration': 2.59, 'pressure': 1.01}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-93', 'timestamp': '2025-04-05T12:58:24.735998', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.56, 'humidity': 52.11, 'soil_moisture': 44.93, 'vibration': 4.78, 'pressure': 1.43}
[2025-04-05T12:59:06.898+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-57', 'timestamp': '2025-04-05T12:58:26.741990', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.58, 'humidity': 52.63, 'soil_moisture': 47.04, 'vibration': 1.1, 'pressure': 1.1}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-97', 'timestamp': '2025-04-05T12:58:28.747983', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.73, 'humidity': 16.08, 'soil_moisture': 15.34, 'vibration': 1.64, 'pressure': 2.26}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-58', 'timestamp': '2025-04-05T12:58:30.764961', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.58, 'humidity': 82.17, 'soil_moisture': 34.15, 'vibration': 1.26, 'pressure': 1.27}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-46', 'timestamp': '2025-04-05T12:58:32.770077', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.38, 'humidity': 55.65, 'soil_moisture': 33.95, 'vibration': 1.49, 'pressure': 2.42}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-56', 'timestamp': '2025-04-05T12:58:34.780968', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.11, 'humidity': 50.64, 'soil_moisture': 33.43, 'vibration': 1.15, 'pressure': 1.46}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-83', 'timestamp': '2025-04-05T12:58:36.787023', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.96, 'humidity': 55.66, 'soil_moisture': 14.1, 'vibration': 2.73, 'pressure': 2.4}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-46', 'timestamp': '2025-04-05T12:58:38.796804', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.16, 'humidity': 23.86, 'soil_moisture': 13.89, 'vibration': 4.02, 'pressure': 2.34}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-23', 'timestamp': '2025-04-05T12:58:40.801983', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.57, 'humidity': 57.53, 'soil_moisture': 26.67, 'vibration': 1.19, 'pressure': 1.74}
[2025-04-05T12:59:06.899+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-12', 'timestamp': '2025-04-05T12:58:42.806028', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.89, 'humidity': 50.84, 'soil_moisture': 20.89, 'vibration': 1.45, 'pressure': 1.53}
[2025-04-05T12:59:06.900+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-14', 'timestamp': '2025-04-05T12:58:44.811930', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.71, 'humidity': 54.05, 'soil_moisture': 17.23, 'vibration': 2.64, 'pressure': 2.01}
