[2025-04-05T12:56:00.278+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-05T12:56:00.301+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:54:00+00:00 [queued]>
[2025-04-05T12:56:00.307+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:54:00+00:00 [queued]>
[2025-04-05T12:56:00.307+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-04-05T12:56:00.316+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-05 12:54:00+00:00
[2025-04-05T12:56:00.321+0000] {standard_task_runner.py:63} INFO - Started process 1951 to run task
[2025-04-05T12:56:00.324+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-05T12:54:00+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmpc2yjq7_n']
[2025-04-05T12:56:00.326+0000] {standard_task_runner.py:91} INFO - Job 29: Subtask run_iot_producer_script
[2025-04-05T12:56:00.363+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:54:00+00:00 [running]> on host aef507eba48f
[2025-04-05T12:56:00.424+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-05T12:54:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-05T12:54:00+00:00'
[2025-04-05T12:56:00.424+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-05T12:56:00.435+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-05T12:56:00.435+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-05T12:56:00.443+0000] {subprocess.py:86} INFO - Output:
[2025-04-05T12:57:05.629+0000] {subprocess.py:93} INFO -  Démarrage de la génération et diffusion des données IoT...
[2025-04-05T12:57:05.630+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-15', 'timestamp': '2025-04-05T12:56:01.117800', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.08, 'humidity': 77.81, 'soil_moisture': 37.18, 'vibration': 3.91, 'pressure': 2.36}
[2025-04-05T12:57:05.630+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-71', 'timestamp': '2025-04-05T12:56:03.363929', 'region': 'DK', 'season': 'saison_seche', 'temperature': 29.46, 'humidity': 66.36, 'soil_moisture': 22.9, 'vibration': 0.25, 'pressure': 2.26}
[2025-04-05T12:57:05.631+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-33', 'timestamp': '2025-04-05T12:56:05.372120', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.57, 'humidity': 81.02, 'soil_moisture': 36.74, 'vibration': 2.85, 'pressure': 1.82}
[2025-04-05T12:57:05.631+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-7', 'timestamp': '2025-04-05T12:56:07.377128', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.23, 'humidity': 10.42, 'soil_moisture': 34.38, 'vibration': 0.58, 'pressure': 1.22}
[2025-04-05T12:57:05.631+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-86', 'timestamp': '2025-04-05T12:56:09.387923', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.44, 'humidity': 52.96, 'soil_moisture': 33.33, 'vibration': 1.33, 'pressure': 2.09}
[2025-04-05T12:57:05.631+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-100', 'timestamp': '2025-04-05T12:56:11.391043', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.76, 'humidity': 77.58, 'soil_moisture': 49.13, 'vibration': 1.04, 'pressure': 1.15}
[2025-04-05T12:57:05.632+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-28', 'timestamp': '2025-04-05T12:56:13.397995', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.18, 'humidity': 55.52, 'soil_moisture': 23.55, 'vibration': 1.1, 'pressure': 0.97}
[2025-04-05T12:57:05.632+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-82', 'timestamp': '2025-04-05T12:56:15.412022', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.69, 'humidity': 22.31, 'soil_moisture': 18.33, 'vibration': 3.19, 'pressure': 2.36}
[2025-04-05T12:57:05.632+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-18', 'timestamp': '2025-04-05T12:56:17.420007', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.04, 'humidity': 53.24, 'soil_moisture': 40.24, 'vibration': 3.27, 'pressure': 0.89}
[2025-04-05T12:57:05.633+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-14', 'timestamp': '2025-04-05T12:56:19.425992', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.34, 'humidity': 53.55, 'soil_moisture': 31.16, 'vibration': 4.48, 'pressure': 2.36}
[2025-04-05T12:57:05.633+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-91', 'timestamp': '2025-04-05T12:56:21.436099', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.39, 'humidity': 81.56, 'soil_moisture': 19.71, 'vibration': 0.2, 'pressure': 1.7}
