[2025-04-05T12:57:02.452+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-05T12:57:02.483+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:50:00+00:00 [queued]>
[2025-04-05T12:57:02.491+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:50:00+00:00 [queued]>
[2025-04-05T12:57:02.491+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2025-04-05T12:57:02.504+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-05 12:50:00+00:00
[2025-04-05T12:57:02.511+0000] {standard_task_runner.py:63} INFO - Started process 2031 to run task
[2025-04-05T12:57:02.515+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-05T12:50:00+00:00', '--job-id', '31', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmp1j8lt4ao']
[2025-04-05T12:57:02.518+0000] {standard_task_runner.py:91} INFO - Job 31: Subtask run_iot_producer_script
[2025-04-05T12:57:02.579+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:50:00+00:00 [running]> on host aef507eba48f
[2025-04-05T12:57:02.681+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-05T12:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-05T12:50:00+00:00'
[2025-04-05T12:57:02.682+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-05T12:57:02.701+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-05T12:57:02.701+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-05T12:57:02.720+0000] {subprocess.py:86} INFO - Output:
[2025-04-05T12:58:07.834+0000] {subprocess.py:93} INFO -  Démarrage de la génération et diffusion des données IoT...
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-1', 'timestamp': '2025-04-05T12:57:03.575414', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.89, 'humidity': 20.05, 'soil_moisture': 29.51, 'vibration': 0.36, 'pressure': 1.99}
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-34', 'timestamp': '2025-04-05T12:57:05.588937', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.2, 'humidity': 50.96, 'soil_moisture': 24.55, 'vibration': 4.61, 'pressure': 2.04}
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-51', 'timestamp': '2025-04-05T12:57:07.597000', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.64, 'humidity': 21.5, 'soil_moisture': 21.76, 'vibration': 0.48, 'pressure': 1.75}
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-46', 'timestamp': '2025-04-05T12:57:09.601040', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.03, 'humidity': 81.05, 'soil_moisture': 36.92, 'vibration': 3.91, 'pressure': 1.21}
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-5', 'timestamp': '2025-04-05T12:57:11.606961', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.74, 'humidity': 17.92, 'soil_moisture': 13.3, 'vibration': 1.87, 'pressure': 1.93}
[2025-04-05T12:58:07.835+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-24', 'timestamp': '2025-04-05T12:57:13.611986', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.12, 'humidity': 72.17, 'soil_moisture': 38.72, 'vibration': 1.29, 'pressure': 1.48}
[2025-04-05T12:58:07.836+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-84', 'timestamp': '2025-04-05T12:57:15.619260', 'region': 'DK', 'season': 'saison_seche', 'temperature': 29.24, 'humidity': 69.37, 'soil_moisture': 24.43, 'vibration': 2.82, 'pressure': 0.94}
[2025-04-05T12:58:07.836+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-75', 'timestamp': '2025-04-05T12:57:17.628027', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.68, 'humidity': 20.72, 'soil_moisture': 34.92, 'vibration': 1.62, 'pressure': 2.28}
[2025-04-05T12:58:07.836+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-24', 'timestamp': '2025-04-05T12:57:19.638963', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.17, 'humidity': 66.5, 'soil_moisture': 26.73, 'vibration': 1.77, 'pressure': 1.36}
[2025-04-05T12:58:07.836+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-10', 'timestamp': '2025-04-05T12:57:21.648993', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.79, 'humidity': 77.92, 'soil_moisture': 44.32, 'vibration': 2.16, 'pressure': 0.86}
[2025-04-05T12:58:07.836+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-14', 'timestamp': '2025-04-05T12:57:23.660046', 'region': 'DK', 'season': 'saison_seche', 'temperature': 29.66, 'humidity': 70.74, 'soil_moisture': 35.66, 'vibration': 3.66, 'pressure': 2.26}
