[2025-04-05T12:56:17.833+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-05T12:56:17.879+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:36:00+00:00 [queued]>
[2025-04-05T12:56:17.888+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:36:00+00:00 [queued]>
[2025-04-05T12:56:17.888+0000] {taskinstance.py:2306} INFO - Starting attempt 7 of 8
[2025-04-05T12:56:17.903+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-05 12:36:00+00:00
[2025-04-05T12:56:17.910+0000] {standard_task_runner.py:63} INFO - Started process 1991 to run task
[2025-04-05T12:56:17.914+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-05T12:36:00+00:00', '--job-id', '30', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmpibgnzi7z']
[2025-04-05T12:56:17.916+0000] {standard_task_runner.py:91} INFO - Job 30: Subtask run_iot_producer_script
[2025-04-05T12:56:17.986+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:36:00+00:00 [running]> on host aef507eba48f
[2025-04-05T12:56:18.086+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-05T12:36:00+00:00' AIRFLOW_CTX_TRY_NUMBER='7' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-05T12:36:00+00:00'
[2025-04-05T12:56:18.088+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-05T12:56:18.107+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-05T12:56:18.108+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-05T12:56:18.125+0000] {subprocess.py:86} INFO - Output:
[2025-04-05T12:57:23.281+0000] {subprocess.py:93} INFO -  Démarrage de la génération et diffusion des données IoT...
[2025-04-05T12:57:23.283+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-97', 'timestamp': '2025-04-05T12:56:19.019484', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.62, 'humidity': 56.92, 'soil_moisture': 10.58, 'vibration': 2.82, 'pressure': 0.99}
[2025-04-05T12:57:23.283+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-59', 'timestamp': '2025-04-05T12:56:21.028311', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.73, 'humidity': 80.59, 'soil_moisture': 39.28, 'vibration': 1.3, 'pressure': 1.27}
[2025-04-05T12:57:23.284+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-84', 'timestamp': '2025-04-05T12:56:23.031945', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.96, 'humidity': 10.74, 'soil_moisture': 49.53, 'vibration': 0.37, 'pressure': 1.91}
[2025-04-05T12:57:23.286+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-61', 'timestamp': '2025-04-05T12:56:25.034997', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.4, 'humidity': 53.65, 'soil_moisture': 20.38, 'vibration': 0.95, 'pressure': 0.8}
[2025-04-05T12:57:23.287+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-96', 'timestamp': '2025-04-05T12:56:27.045981', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.61, 'humidity': 55.83, 'soil_moisture': 14.0, 'vibration': 4.7, 'pressure': 1.17}
[2025-04-05T12:57:23.288+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-17', 'timestamp': '2025-04-05T12:56:29.055934', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.53, 'humidity': 14.35, 'soil_moisture': 10.44, 'vibration': 4.53, 'pressure': 1.77}
[2025-04-05T12:57:23.289+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-36', 'timestamp': '2025-04-05T12:56:31.064965', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.76, 'humidity': 22.32, 'soil_moisture': 21.72, 'vibration': 4.18, 'pressure': 1.59}
[2025-04-05T12:57:23.289+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-40', 'timestamp': '2025-04-05T12:56:33.073954', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.81, 'humidity': 50.57, 'soil_moisture': 19.42, 'vibration': 1.77, 'pressure': 2.45}
[2025-04-05T12:57:23.290+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-71', 'timestamp': '2025-04-05T12:56:35.082377', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.7, 'humidity': 47.04, 'soil_moisture': 39.81, 'vibration': 0.9, 'pressure': 1.66}
[2025-04-05T12:57:23.291+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-77', 'timestamp': '2025-04-05T12:56:37.088967', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.65, 'humidity': 49.27, 'soil_moisture': 28.19, 'vibration': 0.21, 'pressure': 1.73}
[2025-04-05T12:57:23.292+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-27', 'timestamp': '2025-04-05T12:56:39.092481', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.96, 'humidity': 55.68, 'soil_moisture': 31.52, 'vibration': 0.76, 'pressure': 1.82}
[2025-04-05T12:57:23.292+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-79', 'timestamp': '2025-04-05T12:56:41.100958', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.28, 'humidity': 16.05, 'soil_moisture': 28.15, 'vibration': 1.68, 'pressure': 2.42}
[2025-04-05T12:57:23.293+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-MT-39', 'timestamp': '2025-04-05T12:56:43.105054', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.71, 'humidity': 12.64, 'soil_moisture': 40.69, 'vibration': 2.27, 'pressure': 1.95}
[2025-04-05T12:57:23.294+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-90', 'timestamp': '2025-04-05T12:56:45.115102', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.39, 'humidity': 27.09, 'soil_moisture': 15.63, 'vibration': 4.08, 'pressure': 0.84}
[2025-04-05T12:57:23.294+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-58', 'timestamp': '2025-04-05T12:56:47.124083', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.82, 'humidity': 22.3, 'soil_moisture': 32.7, 'vibration': 1.97, 'pressure': 1.32}
[2025-04-05T12:57:23.294+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-76', 'timestamp': '2025-04-05T12:56:49.128992', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 29.49, 'humidity': 81.22, 'soil_moisture': 44.69, 'vibration': 2.19, 'pressure': 1.06}
[2025-04-05T12:57:23.295+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-35', 'timestamp': '2025-04-05T12:56:51.139969', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.33, 'humidity': 76.71, 'soil_moisture': 19.66, 'vibration': 2.75, 'pressure': 1.99}
