[2025-04-05T13:00:01.106+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-05T13:00:01.160+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:58:00+00:00 [queued]>
[2025-04-05T13:00:01.174+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:58:00+00:00 [queued]>
[2025-04-05T13:00:01.175+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-04-05T13:00:01.202+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-05 12:58:00+00:00
[2025-04-05T13:00:01.213+0000] {standard_task_runner.py:63} INFO - Started process 2259 to run task
[2025-04-05T13:00:01.219+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-05T12:58:00+00:00', '--job-id', '34', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmp6edsa781']
[2025-04-05T13:00:01.224+0000] {standard_task_runner.py:91} INFO - Job 34: Subtask run_iot_producer_script
[2025-04-05T13:00:01.309+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-05T12:58:00+00:00 [running]> on host aef507eba48f
[2025-04-05T13:00:01.447+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-05T12:58:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-05T12:58:00+00:00'
[2025-04-05T13:00:01.449+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-05T13:00:01.481+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-05T13:00:01.481+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-05T13:00:01.513+0000] {subprocess.py:86} INFO - Output:
[2025-04-05T13:01:07.584+0000] {subprocess.py:93} INFO -  Démarrage de la génération et diffusion des données IoT...
[2025-04-05T13:01:07.585+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-39', 'timestamp': '2025-04-05T13:00:03.353193', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.28, 'humidity': 25.56, 'soil_moisture': 49.89, 'vibration': 3.48, 'pressure': 2.02}
[2025-04-05T13:01:07.586+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-78', 'timestamp': '2025-04-05T13:00:05.361206', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.85, 'humidity': 52.03, 'soil_moisture': 20.16, 'vibration': 1.72, 'pressure': 1.85}
[2025-04-05T13:01:07.587+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-35', 'timestamp': '2025-04-05T13:00:07.371272', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.61, 'humidity': 47.11, 'soil_moisture': 28.16, 'vibration': 0.36, 'pressure': 1.94}
[2025-04-05T13:01:07.587+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-66', 'timestamp': '2025-04-05T13:00:09.381108', 'region': 'DK', 'season': 'saison_seche', 'temperature': 29.68, 'humidity': 71.51, 'soil_moisture': 14.44, 'vibration': 0.23, 'pressure': 2.17}
[2025-04-05T13:01:07.588+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-97', 'timestamp': '2025-04-05T13:00:11.387097', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.05, 'humidity': 24.94, 'soil_moisture': 35.12, 'vibration': 1.27, 'pressure': 2.35}
[2025-04-05T13:01:07.588+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-61', 'timestamp': '2025-04-05T13:00:13.393959', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.11, 'humidity': 51.72, 'soil_moisture': 33.58, 'vibration': 4.23, 'pressure': 1.85}
[2025-04-05T13:01:07.589+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-93', 'timestamp': '2025-04-05T13:00:15.403152', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.43, 'humidity': 23.13, 'soil_moisture': 37.91, 'vibration': 2.16, 'pressure': 1.95}
[2025-04-05T13:01:07.590+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-90', 'timestamp': '2025-04-05T13:00:17.416943', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.3, 'humidity': 53.37, 'soil_moisture': 16.72, 'vibration': 0.8, 'pressure': 0.97}
[2025-04-05T13:01:07.590+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-59', 'timestamp': '2025-04-05T13:00:19.419976', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.8, 'humidity': 51.08, 'soil_moisture': 25.46, 'vibration': 1.17, 'pressure': 1.45}
[2025-04-05T13:01:07.591+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-22', 'timestamp': '2025-04-05T13:00:21.428975', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.03, 'humidity': 20.05, 'soil_moisture': 16.03, 'vibration': 1.49, 'pressure': 2.47}
[2025-04-05T13:01:07.591+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-15', 'timestamp': '2025-04-05T13:00:23.433985', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.04, 'humidity': 51.17, 'soil_moisture': 28.17, 'vibration': 1.53, 'pressure': 1.67}
[2025-04-05T13:01:07.592+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-85', 'timestamp': '2025-04-05T13:00:25.446950', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.81, 'humidity': 49.54, 'soil_moisture': 18.8, 'vibration': 2.81, 'pressure': 0.94}
[2025-04-05T13:01:07.592+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-88', 'timestamp': '2025-04-05T13:00:27.451918', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.46, 'humidity': 53.24, 'soil_moisture': 28.76, 'vibration': 1.56, 'pressure': 1.08}
[2025-04-05T13:01:07.593+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-39', 'timestamp': '2025-04-05T13:00:29.455355', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.94, 'humidity': 52.88, 'soil_moisture': 15.41, 'vibration': 4.88, 'pressure': 2.48}
[2025-04-05T13:01:07.593+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-52', 'timestamp': '2025-04-05T13:00:31.464984', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.48, 'humidity': 69.04, 'soil_moisture': 15.93, 'vibration': 1.76, 'pressure': 0.87}
[2025-04-05T13:01:07.594+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-44', 'timestamp': '2025-04-05T13:00:33.468998', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.69, 'humidity': 53.4, 'soil_moisture': 21.91, 'vibration': 4.72, 'pressure': 2.29}
[2025-04-05T13:01:07.594+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-14', 'timestamp': '2025-04-05T13:00:35.474970', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.09, 'humidity': 48.7, 'soil_moisture': 18.54, 'vibration': 4.78, 'pressure': 0.94}
[2025-04-05T13:01:07.594+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-49', 'timestamp': '2025-04-05T13:00:37.479411', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.67, 'humidity': 56.12, 'soil_moisture': 20.11, 'vibration': 0.73, 'pressure': 1.76}
[2025-04-05T13:01:07.595+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-39', 'timestamp': '2025-04-05T13:00:39.484000', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.18, 'humidity': 56.59, 'soil_moisture': 17.34, 'vibration': 0.25, 'pressure': 1.96}
[2025-04-05T13:01:07.595+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-48', 'timestamp': '2025-04-05T13:00:41.488987', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.07, 'humidity': 47.94, 'soil_moisture': 30.47, 'vibration': 4.7, 'pressure': 1.54}
[2025-04-05T13:01:07.595+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-6', 'timestamp': '2025-04-05T13:00:43.498003', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.0, 'humidity': 49.36, 'soil_moisture': 21.45, 'vibration': 4.58, 'pressure': 1.18}
[2025-04-05T13:01:07.596+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-15', 'timestamp': '2025-04-05T13:00:45.503973', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.77, 'humidity': 50.12, 'soil_moisture': 33.67, 'vibration': 0.41, 'pressure': 2.43}
[2025-04-05T13:01:07.596+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-83', 'timestamp': '2025-04-05T13:00:47.509978', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.51, 'humidity': 52.11, 'soil_moisture': 24.2, 'vibration': 3.15, 'pressure': 1.68}
[2025-04-05T13:01:07.596+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-28', 'timestamp': '2025-04-05T13:00:49.516000', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.46, 'humidity': 47.54, 'soil_moisture': 11.57, 'vibration': 0.11, 'pressure': 0.9}
[2025-04-05T13:01:07.597+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-80', 'timestamp': '2025-04-05T13:00:51.519946', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.0, 'humidity': 56.77, 'soil_moisture': 11.09, 'vibration': 1.74, 'pressure': 1.53}
[2025-04-05T13:01:07.597+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-21', 'timestamp': '2025-04-05T13:00:53.527975', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.26, 'humidity': 53.94, 'soil_moisture': 17.42, 'vibration': 2.58, 'pressure': 1.59}
[2025-04-05T13:01:07.597+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-42', 'timestamp': '2025-04-05T13:00:55.537000', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.01, 'humidity': 65.87, 'soil_moisture': 15.31, 'vibration': 3.16, 'pressure': 1.5}
[2025-04-05T13:01:07.598+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-75', 'timestamp': '2025-04-05T13:00:57.540164', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.93, 'humidity': 20.51, 'soil_moisture': 17.27, 'vibration': 2.02, 'pressure': 1.33}
[2025-04-05T13:01:07.598+0000] {subprocess.py:93} INFO -  Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-74', 'timestamp': '2025-04-05T13:00:59.549955', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.31, 'humidity': 49.58, 'soil_moisture': 33.16, 'vibration': 3.64, 'pressure': 1.59}
